,candidate_name,party,vote_count,pct,state,office_x,district,incumbent_from_results,last_name_x,Ballotpedia Page,State,District,Campaign Twitter,Official Twitter,Personal Twitter,Party,Incumbent?,Percent of Votes,office_y,Campaign Twitter_handle,Official Twitter_handle,Personal Twitter_handle,last_name_y,_m_full,_m_last,no_twitter
952,Katrina Christiansen,Democrat,59995.0,0.25,North Dakota,senate,,False,Christiansen,,,,https://www.twitter.com/katrina_senate,,,,,,senate,@katrina_senate,,,Christiansen,both,,
953,Kay Granger,Republican,152953.0,0.643,Texas,house,12,True,Granger,https://ballotpedia.org/Kay_Granger,Texas,12.0,https://www.twitter.com/GrangerCampaign,https://www.twitter.com/RepKayGranger,,Republican Party,True,0.628,house,@GrangerCampaign,@RepKayGranger,,Granger,both,,
954,Kay Ivey,Republican,946932.0,0.669,Alabama,governor,,True,Ivey,,,,https://www.twitter.com/kayiveyforgov,https://www.twitter.com/GovernorKayIvey,,,,,governor,@kayiveyforgov,@GovernorKayIvey,,Ivey,both,,
955,Kaylee Peterson,Democrat,82261.0,0.263,Idaho,house,1,False,Peterson,https://ballotpedia.org/Kaylee_Peterson,Idaho,1.0,,,,Democratic Party,False,0.274,house,,,,Peterson,both,,
957,Keith Hayden Jr.,No Party Affiliation,56647.0,0.253,Florida,house,18,False,Jr.,https://ballotpedia.org/Keith_Hayden_Jr.,Florida,18.0,,,,No Party Affiliation,False,0.253,house,,,,Jr.,both,,
958,Keith Pekau,Republican,125897.0,0.457,Illinois,house,6,False,Pekau,https://ballotpedia.org/Keith_Pekau,Illinois,6.0,https://www.twitter.com/KeithPekau,,https://www.twitter.com/MayorPekau,Republican Party,False,0.463,house,@KeithPekau,,@MayorPekau,Pekau,both,,
959,Keith Self,Republican,164240.0,0.605,Texas,house,3,False,Self,https://ballotpedia.org/Keith_Self,Texas,3.0,https://www.twitter.com/selfforcongress,,,Republican Party,False,0.602,house,@selfforcongress,,,Self,both,,
960,Keith Swank,Republican,114777.0,0.429,Washington,house,10,False,Swank,https://ballotpedia.org/Keith_Swank,Washington,10.0,https://www.twitter.com/Swank4America,,,Republican Party,False,0.43,house,@Swank4America,,,Swank,both,,
964,Kelly Cooper,Republican,116521.0,0.439,Arizona,house,4,False,Cooper,https://ballotpedia.org/Kelly_Cooper_(Arizona),Arizona,4.0,https://www.twitter.com/KellyCooperAZ,,,Republican Party,False,0.429,house,@KellyCooperAZ,,,Cooper,both,,
965,Kelly Halldorson,Libertarian,5071.0,0.008,New Hampshire,governor,,False,Halldorson,,,,https://www.twitter.com/Kelly4Governor,,,,,,governor,@Kelly4Governor,,,Halldorson,both,,
967,Kelly Tshibaka,Republican,117534.0,0.463,Alaska,senate,,False,Tshibaka,,,,https://www.twitter.com/KellyforAlaska,,,,,,senate,@KellyforAlaska,,,Tshibaka,both,,
968,Ken Ashby,Libertarian,2746.0,0.024,Texas,house,33,False,Ashby,https://ballotpedia.org/Ken_Ashby,Texas,33.0,,,,Libertarian Party,False,0.022,house,,,,Ashby,both,,
969,Ken Buck,Republican,216024.0,0.609,Colorado,house,4,True,Buck,https://ballotpedia.org/Ken_Buck,Colorado,4.0,https://www.twitter.com/BuckForColorado,https://www.twitter.com/RepKenBuck,,Republican Party,True,0.601,house,@BuckForColorado,@RepKenBuck,,Buck,both,,
970,Ken Calvert,Republican,123869.0,0.523,California,house,41,True,Calvert,https://ballotpedia.org/Ken_Calvert,California,41.0,https://www.twitter.com/TeamCalvert,https://www.twitter.com/KenCalvert,,Republican Party,True,0.518,house,@TeamCalvert,@KenCalvert,,Calvert,both,,
971,Ken Cavanaugh,Libertarian,5534.0,0.025,Nevada,house,1,False,Cavanaugh,https://ballotpedia.org/Ken_Cavanaugh,Nevada,1.0,,,,Libertarian Party,False,0.024,house,,,,Cavanaugh,both,,
972,Kendal Ludden,Libertarian,634.0,0.005,New Jersey,house,10,False,Ludden,https://ballotpedia.org/Kendal_Ludden,New Jersey,10.0,,,,Libertarian Party,False,0.005,house,,,,Ludden,both,,
973,Kendra Horn,Democrat,405389.0,0.352,Oklahoma,senate,Special Race,False,Horn,,,,https://www.twitter.com/VoteKendraOK,,,,,,senate,@VoteKendraOK,,,Horn,both,,
974,Kenneth Blevins,Libertarian,20495.0,0.018,Oklahoma,senate,,False,Blevins,,,,https://www.twitter.com/LibertyCowboyKB,,,,,,senate,@LibertyCowboyKB,,,Blevins,both,,
975,Kenneth Cates,Libertarian,28682.0,0.032,Arkansas,senate,,False,Cates,,,,,,https://www.twitter.com/catesforsenate,,,,senate,,,@catesforsenate,Cates,both,,
976,Kermit Jones,Democrat,156761.0,0.464,California,house,3,False,Jones,https://ballotpedia.org/Kermit_Jones,California,3.0,https://www.twitter.com/DrKermitJones,,,Democratic Party,False,0.467,house,@DrKermitJones,,,Jones,both,,
978,Kerry Raheb,Independent,1532.0,0.005,Vermont,senate,,False,Raheb,,,,https://www.twitter.com/RAHEBFORSENATE,,,,,,senate,@RAHEBFORSENATE,,,Raheb,both,,
979,Kevin Blacker,Green,2439.0,0.009,Connecticut,house,2,False,Blacker,https://ballotpedia.org/Kevin_Blacker,Connecticut,2.0,,,,Green Party,False,0.008,house,,,,Blacker,both,,
980,Kevin Craig,Libertarian,5869.0,0.023,Missouri,house,7,False,Craig,https://ballotpedia.org/Kevin_Craig_(Missouri),Missouri,7.0,,,,Libertarian Party,False,0.023,house,,,,Craig,both,,
981,Kevin Hale,Libertarian,4293.0,0.02,Texas,house,5,False,Hale,https://ballotpedia.org/Kevin_Hale,Texas,5.0,https://www.twitter.com/HaleGive,,,Libertarian Party,False,0.02,house,@HaleGive,,,Hale,both,,
982,Kevin Hern,Republican,142800.0,0.612,Oklahoma,house,1,True,Hern,https://ballotpedia.org/Kevin_Hern,Oklahoma,1.0,https://www.twitter.com/krhern,https://www.twitter.com/repkevinhern,,Republican Party,True,0.612,house,@krhern,@repkevinhern,,Hern,both,,
983,Kevin Hogan,Green,10766.0,0.002,Michigan,governor,,False,Hogan,,,,https://www.twitter.com/KevinHo84541553,https://www.twitter.com/MassAGO,,,,,governor,@KevinHo84541553,@MassAGO,,Hogan,both,,
984,Kevin Hoyt,Independent,6022.0,0.021,Vermont,governor,,False,Hoyt,,,,,https://www.twitter.com/govkristinoem,,,,,governor,,@govkristinoem,,Hoyt,both,,
985,Kevin Kiley,Republican,181438.0,0.536,California,house,3,False,Kiley,https://ballotpedia.org/Kevin_Kiley,California,3.0,https://www.twitter.com/KevinKileyCA,,,Republican Party,False,0.533,house,@KevinKileyCA,,,Kiley,both,,
986,Kevin McCarthy,Republican,153844.0,0.672,California,house,20,True,McCarthy,https://ballotpedia.org/Kevin_McCarthy_(California),California,20.0,https://www.twitter.com/kevinomccarthy,https://www.twitter.com/GOPLeader,,Republican Party,True,0.676,house,@kevinomccarthy,@GOPLeader,,McCarthy,both,,
987,Kevin Mullin,Democrat,108077.0,0.555,California,house,15,False,Mullin,https://ballotpedia.org/Kevin_Mullin_(California),California,15.0,https://www.twitter.com/kevinmullin,,,Democratic Party,False,0.561,house,@kevinmullin,,,Mullin,both,,
989,Kevin Porter,No Party Affiliation,4967.0,0.015,Florida,house,11,False,Porter,https://ballotpedia.org/Kevin_Porter,Florida,11.0,,,,No Party Affiliation,False,0.015,house,,,,Porter,both,,
990,Kevin Reed,Libertarian,39205.0,0.016,Massachusetts,governor,,False,Reed,,,,,,,,,,governor,,,,Reed,both,,
992,Kevin Ruskusky,Libertarian,28939.0,0.012,Colorado,governor,,False,Ruskusky,,,,,,,,,,governor,,,,Ruskusky,both,,
993,Kevin Stitt,Republican,639484.0,0.554,Oklahoma,governor,,True,Stitt,,,,https://www.twitter.com/Stitt4Gov,https://www.twitter.com/RepTomSuozzi,,,,,governor,@Stitt4Gov,@RepTomSuozzi,,Stitt,both,,
994,Kim Reynolds,Republican,709201.0,0.58,Iowa,governor,,True,Reynolds,,,,,https://www.twitter.com/GovPritzker,https://www.twitter.com/KimReynoldsIA,,,,governor,,@GovPritzker,@KimReynoldsIA,Reynolds,both,,
995,Kim Schrier,Democrat,179003.0,0.533,Washington,house,8,True,Schrier,https://ballotpedia.org/Kim_Schrier,Washington,8.0,https://www.twitter.com/DrKimSchrier,https://www.twitter.com/repkimschrier,,Democratic Party,True,0.521,house,@DrKimSchrier,@repkimschrier,,Schrier,both,,
996,Kimberly Walker,Democrat,95390.0,0.296,Florida,house,12,False,Walker,https://ballotpedia.org/Kimberly_Walker,Florida,12.0,https://www.twitter.com/kw4congress,,,Democratic Party,False,0.296,house,@kw4congress,,,Walker,both,,
997,Kirsten Engel,Democrat,171969.0,0.492,Arizona,house,6,False,Engel,https://ballotpedia.org/Kirsten_Engel,Arizona,6.0,https://www.twitter.com/EngelForArizona,,,Democratic Party,False,0.495,house,@EngelForArizona,,,Engel,both,,
998,Kristen Radaker-Sheafer,Democrat,67485.0,0.268,Missouri,house,7,False,Radaker-Sheafer,https://ballotpedia.org/Kristen_Radaker-Sheafer,Missouri,7.0,https://www.twitter.com/KristenRSheafer,,,Democratic Party,False,0.256,house,@KristenRSheafer,,,Radaker-Sheafer,both,,
999,Kristi Noem,Republican,217035.0,0.62,South Dakota,governor,,True,Noem,,,,https://www.twitter.com/KristiNoem,,,,,,governor,@KristiNoem,,,Noem,both,,
1001,Krystle Matthews,Democrat,627616.0,0.37,South Carolina,senate,,False,Matthews,,,,https://www.twitter.com/Kmforsenate,,,,,,senate,@Kmforsenate,,,Matthews,both,,
1002,Kweisi Mfume,Democrat,151640.0,0.821,Maryland,house,7,True,Mfume,https://ballotpedia.org/Kweisi_Mfume,Maryland,7.0,https://www.twitter.com/Mfume4Congress,https://www.twitter.com/RepKweisiMfume,,Democratic Party,True,0.809,house,@Mfume4Congress,@RepKweisiMfume,,Mfume,both,,
1003,Kyle Parrish,Democrat,102269.0,0.368,North Carolina,house,5,False,Parrish,https://ballotpedia.org/Kyle_Parrish,North Carolina,5.0,https://www.twitter.com/KP4NC,,,Democratic Party,False,0.366,house,@KP4NC,,,Parrish,both,,
1005,Kyle Sinclair,Republican,53226.0,0.316,Texas,house,20,False,Sinclair,https://ballotpedia.org/Kyle_Sinclair,Texas,20.0,https://www.twitter.com/kylefor20,,https://www.twitter.com/sinclairkyle1,Republican Party,False,0.305,house,@kylefor20,,@sinclairkyle1,Sinclair,both,,
1006,La'Ron Singletary,Republican,128502.0,0.463,New York,house,25,False,Singletary,https://ballotpedia.org/La'Ron_Singletary,New York,25.0,https://www.twitter.com/LaRon4Congress,,https://www.twitter.com/LaRonSingletary,Republican Party,False,0.463,house,@LaRon4Congress,,@LaRonSingletary,Singletary,both,,
1007,LaShonda Holloway,Democrat,108402.0,0.395,Florida,house,4,False,Holloway,https://ballotpedia.org/L.J._Holloway,Florida,4.0,https://www.twitter.com/LJ4Congress,,https://www.twitter.com/LJHolloway,Democratic Party,False,0.395,house,@LJ4Congress,,@LJHolloway,Holloway,both,,
1009,Lacy Watson,Democrat,65428.0,0.288,West Virginia,house,1,False,Watson,https://ballotpedia.org/Lacy_Watson,West Virginia,1.0,https://www.twitter.com/votelacy,,,Democratic Party,False,0.288,house,@votelacy,,,Watson,both,,
1011,Lance Gooden,Republican,135595.0,0.64,Texas,house,5,True,Gooden,https://ballotpedia.org/Lance_Gooden,Texas,5.0,https://www.twitter.com/Lancegooden,,,Republican Party,True,0.641,house,@Lancegooden,,,Gooden,both,,
1012,Larry Bucshon,Republican,141995.0,0.657,Indiana,house,8,True,Bucshon,https://ballotpedia.org/Larry_Bucshon,Indiana,8.0,https://www.twitter.com/DrLarryBucshon,https://www.twitter.com/RepLarryBucshon,,Republican Party,True,0.656,house,@DrLarryBucshon,@RepLarryBucshon,,Bucshon,both,,
1013,Larry Gaither,Green,3547.0,0.015,South Carolina,house,5,False,Gaither,https://ballotpedia.org/Larry_Gaither,South Carolina,5.0,,,,Green Party,False,0.015,house,,,,Gaither,both,,
1014,Larry Lazor,Republican,91506.0,0.375,Connecticut,house,1,False,Lazor,https://ballotpedia.org/Larry_Lazor,Connecticut,1.0,https://www.twitter.com/LarryLazor,,,Republican Party,False,0.378,house,@LarryLazor,,,Lazor,both,,
1015,Larry McFarland,Constitution,6762.0,0.023,Oregon,house,6,False,McFarland,https://ballotpedia.org/Larry_McFarland,Oregon,6.0,,,,Constitution Party,False,0.023,house,,,,McFarland,both,,
1016,Laura Gillen,Democrat,128783.0,0.481,New York,house,4,False,Gillen,https://ballotpedia.org/Laura_Gillen,New York,4.0,https://www.twitter.com/LauraAGillen,,,Democratic Party,False,0.481,house,@LauraAGillen,,,Gillen,both,,
1017,Laura Jones,Democrat,68715.0,0.305,Texas,house,8,False,Jones,https://ballotpedia.org/Laura_Jones_(Texas),Texas,8.0,https://www.twitter.com/CongressLaura,,,Democratic Party,False,0.287,house,@CongressLaura,,,Jones,both,,
1018,Laura Kelly,Democrat,494235.0,0.496,Kansas,governor,,True,Kelly,,,,https://www.twitter.com/LauraKellyKS,,,,,,governor,@LauraKellyKS,,,Kelly,both,,
1019,Laurel Lee,Republican,145219.0,0.585,Florida,house,15,False,Lee,https://ballotpedia.org/Laurel_Lee,Florida,15.0,https://www.twitter.com/Vote_Laurel,,,Republican Party,False,0.585,house,@Vote_Laurel,,,Lee,both,,
1020,Lauren Boebert,Republican,163846.0,0.501,Colorado,house,3,True,Boebert,https://ballotpedia.org/Lauren_Boebert,Colorado,3.0,https://www.twitter.com/laurenboebert,https://www.twitter.com/RepBoebert,,Republican Party,True,0.501,house,@laurenboebert,@RepBoebert,,Boebert,both,,
1021,Lauren Mallett-Hays,Democrat,73541.0,0.329,Arkansas,house,3,False,Mallett-Hays,https://ballotpedia.org/Lauren_Mallett-Hays,Arkansas,3.0,https://www.twitter.com/Lauren4Arkansas,,,Democratic Party,False,0.329,house,@Lauren4Arkansas,,,Mallett-Hays,both,,
1022,Lauren Underwood,Democrat,130046.0,0.544,Illinois,house,14,True,Underwood,https://ballotpedia.org/Lauren_Underwood,Illinois,14.0,https://www.twitter.com/LaurenUnderwood,https://www.twitter.com/RepUnderwood,,Democratic Party,True,0.537,house,@LaurenUnderwood,@RepUnderwood,,Underwood,both,,
1023,Lea Sherman,Socialist Workers Party,1108.0,0.007,New Jersey,house,9,False,Sherman,https://ballotpedia.org/Lea_Sherman,New Jersey,9.0,,,,Socialist Workers Party,False,0.008,house,,,,Sherman,both,,
1024,Leah Dailey,Libertarian,7275.0,0.02,Michigan,house,7,False,Dailey,https://ballotpedia.org/Leah_Dailey,Michigan,7.0,,,,Libertarian Party,False,0.02,house,,,,Dailey,both,,
1026,Lee Stahley,Republican,74335.0,0.298,Ohio,house,3,False,Stahley,https://ballotpedia.org/Lee_Stahley,Ohio,3.0,https://www.twitter.com/LeeStahley,,,Republican Party,False,0.298,house,@LeeStahley,,,Stahley,both,,
1028,Lee Zeldin,Republican,2696377.0,0.471,New York,governor,,False,Zeldin,,,,https://www.twitter.com/leezeldin,https://www.twitter.com/GovChrisSununu,,,,,governor,@leezeldin,@GovChrisSununu,,Zeldin,both,,
1032,Leon Sr.,Republican,85503.0,0.349,Virginia,house,4,False,Sr.,https://ballotpedia.org/Leon_Benjamin_Sr.,Virginia,4.0,https://www.twitter.com/Leon4Congress,,https://www.twitter.com/LeonBenjamin,Republican Party,False,0.362,house,@Leon4Congress,,@LeonBenjamin,Sr.,both,,
1034,Leora Levy,Republican,535943.0,0.425,Connecticut,senate,,False,Levy,,,,https://www.twitter.com/LeoraLevyCT,,,,,,senate,@LeoraLevyCT,,,Levy,both,,
1035,Les Gara,Democrat,63851.0,0.242,Alaska,governor,,False,Gara,,,,https://www.twitter.com/Gara_4_Governor,,,,,,governor,@Gara_4_Governor,,,Gara,both,,
1036,Lesley DeNardis,Republican,98704.0,0.407,Connecticut,house,3,False,DeNardis,https://ballotpedia.org/Lesley_DeNardis,Connecticut,3.0,https://www.twitter.com/lesleyforct,,,Republican Party,False,0.411,house,@lesleyforct,,,DeNardis,both,,
1039,Levi Leatherberry,Independent,9052.0,0.027,Oregon,house,4,False,Leatherberry,https://ballotpedia.org/Levi_Leatherberry,Oregon,4.0,,,,Libertarian Party,False,0.026,house,,,,Leatherberry,both,,
1043,Lin Veasey,Democrat,47859.0,0.251,Alabama,house,3,False,Veasey,https://ballotpedia.org/Lin_Veasey,Alabama,3.0,,,,Democratic Party,False,0.251,house,,,,Veasey,both,,
1044,Linda Brooks,No Party Affiliation,3410.0,0.012,Florida,house,3,False,Brooks,https://ballotpedia.org/Linda_Brooks_(Florida),Florida,3.0,https://www.twitter.com/LindaSBrooks1,,,No Party Affiliation,False,0.012,house,@LindaSBrooks1,,,Brooks,both,,
1045,Linda Nuno,Democrat,86404.0,0.343,Texas,house,10,False,Nuno,https://ballotpedia.org/Linda_Nuno,Texas,10.0,https://www.twitter.com/LNCongressTX_10,,,Democratic Party,False,0.34,house,@LNCongressTX_10,,,Nuno,both,,
1046,Linda Sánchez,Democrat,101260.0,0.581,California,house,38,True,Sánchez,https://ballotpedia.org/Linda_Sánchez,California,38.0,https://www.twitter.com/LindaTSanchez,https://www.twitter.com/RepLindaSanchez,,Democratic Party,True,0.551,house,@LindaTSanchez,@RepLindaSanchez,,Sánchez,both,,
1049,Lisa McClain,Republican,238300.0,0.639,Michigan,house,9,True,McClain,https://ballotpedia.org/Lisa_McClain,Michigan,9.0,https://www.twitter.com/LisaForCongress,https://www.twitter.com/RepLisaMcClain,,Republican Party,True,0.648,house,@LisaForCongress,@RepLisaMcClain,,McClain,both,,
1050,Lisa Murkowski,Republican,136330.0,0.537,Alaska,senate,,True,Murkowski,,,,https://www.twitter.com/LisaForSenate,https://www.twitter.com/lisamurkowski,,,,,senate,@LisaForSenate,@lisamurkowski,,Murkowski,both,,
1052,Lisa Scheller,Republican,145527.0,0.49,Pennsylvania,house,7,False,Scheller,https://ballotpedia.org/Lisa_Scheller,Pennsylvania,7.0,https://www.twitter.com/SchellerforPA,,,Republican Party,False,0.492,house,@SchellerforPA,,,Scheller,both,,
1054,Liz Hakola,Working Class Party,5510.0,0.014,Michigan,house,1,False,Hakola,https://ballotpedia.org/Liz_Hakola,Michigan,1.0,,,,Working Class Party,False,0.015,house,,,,Hakola,both,,
1055,Liz Johnson,Democrat,107148.0,0.404,Georgia,house,12,False,Johnson,https://ballotpedia.org/Liz_Johnson_(Georgia),Georgia,12.0,https://www.twitter.com/lizjohnsonforus,,,Democratic Party,False,0.404,house,@lizjohnsonforus,,,Johnson,both,,
1056,Liz Mathis,Democrat,145940.0,0.458,Iowa,house,2,False,Mathis,https://ballotpedia.org/Liz_Mathis,Iowa,2.0,https://www.twitter.com/LizMathis1,,,Democratic Party,False,0.448,house,@LizMathis1,,,Mathis,both,,
1057,Lizzie Fletcher,Democrat,115994.0,0.638,Texas,house,7,True,Fletcher,https://ballotpedia.org/Lizzie_Pannill_Fletcher,Texas,7.0,https://www.twitter.com/Lizzie4Congress,https://www.twitter.com/RepFletcher,,Democratic Party,True,0.643,house,@Lizzie4Congress,@RepFletcher,,Fletcher,both,,
1058,Lloyd Doggett,Democrat,219358.0,0.768,Texas,house,37,True,Doggett,https://ballotpedia.org/Lloyd_Doggett,Texas,37.0,https://www.twitter.com/LloydDoggettTX,https://www.twitter.com/RepLloydDoggett,,Democratic Party,True,0.768,house,@LloydDoggettTX,@RepLloydDoggett,,Doggett,both,,
1059,Lloyd Smucker,Republican,194991.0,0.615,Pennsylvania,house,11,True,Smucker,https://ballotpedia.org/Lloyd_Smucker,Pennsylvania,11.0,https://www.twitter.com/LloydSmuckerPA,https://www.twitter.com/RepSmucker,,Republican Party,True,0.628,house,@LloydSmuckerPA,@RepSmucker,,Smucker,both,,
1060,Lois Frankel,Democrat,150010.0,0.551,Florida,house,22,True,Frankel,https://ballotpedia.org/Lois_Frankel,Florida,22.0,https://www.twitter.com/LoisFrankel,https://www.twitter.com/RepLoisFrankel,,Democratic Party,True,0.551,house,@LoisFrankel,@RepLoisFrankel,,Frankel,both,,
1063,Lorence Wenke,Libertarian,8478.0,0.025,Michigan,house,4,False,Wenke,https://ballotpedia.org/Lorence_Wenke,Michigan,4.0,,,https://www.twitter.com/Lorence4Liberty,Libertarian Party,False,0.026,house,,,@Lorence4Liberty,Wenke,both,,
1064,Lori Chavez-DeRemer,Republican,178813.0,0.51,Oregon,house,5,False,Chavez-DeRemer,https://ballotpedia.org/Lori_Chavez-DeRemer,Oregon,5.0,https://www.twitter.com/Lchavezderemer,,,Republican Party,False,0.511,house,@Lchavezderemer,,,Chavez-DeRemer,both,,
1065,Lori Trahan,Democrat,154496.0,0.635,Massachusetts,house,3,True,Trahan,https://ballotpedia.org/Lori_Trahan,Massachusetts,3.0,https://www.twitter.com/LoriTrahanMA,https://www.twitter.com/RepLoriTrahan,,Democratic Party,True,0.623,house,@LoriTrahanMA,@RepLoriTrahan,,Trahan,both,,
1068,Lou Correa,Democrat,78041.0,0.618,California,house,46,True,Correa,https://ballotpedia.org/Lou_Correa,California,46.0,https://www.twitter.com/voteloucorrea,https://www.twitter.com/RepLouCorrea,,Democratic Party,True,0.59,house,@voteloucorrea,@RepLouCorrea,,Correa,both,,
1071,Louis Palus,Working Class Party,4136.0,0.012,Michigan,house,3,False,Palus,https://ballotpedia.org/Louis_Palus,Michigan,3.0,,,,Working Class Party,False,0.012,house,,,,Palus,both,,
1072,Louis Vellucci,Independent,618.0,0.002,New Jersey,house,5,False,Vellucci,https://ballotpedia.org/Louis_Vellucci,New Jersey,5.0,,,https://www.twitter.com/louv55,American Values,False,0.002,house,,,@louv55,Vellucci,both,,
1074,Lucie Volotzky,Republican,74618.0,0.308,California,house,32,False,Volotzky,https://ballotpedia.org/Lucie_Lapointe_Volotzky,California,32.0,,,,Republican Party,False,0.352,house,,,,Volotzky,both,,
1075,Lucy McBath,Democrat,143063.0,0.61,Georgia,house,7,True,McBath,https://ballotpedia.org/Lucy_McBath,Georgia,7.0,https://www.twitter.com/lucymcbath,https://www.twitter.com/RepLucyMcBath,,Democratic Party,True,0.61,house,@lucymcbath,@RepLucyMcBath,,McBath,both,,
1077,Luis Pozzolo,Republican,69444.0,0.355,Arizona,house,7,False,Pozzolo,https://ballotpedia.org/Luis_Pozzolo,Arizona,7.0,https://www.twitter.com/Luis4congress,,,Republican Party,False,0.361,house,@Luis4congress,,,Pozzolo,both,,
1084,Lynnette Williams,Democrat,51083.0,0.243,Tennessee,house,8,False,Williams,https://ballotpedia.org/Lynnette_Williams,Tennessee,8.0,,,,Democratic Party,False,0.243,house,,,,Williams,both,,
1085,Maclovio Perez Jr.,Democrat,73611.0,0.356,Texas,house,27,False,Jr.,https://ballotpedia.org/Maclovio_Perez_Jr.,Texas,27.0,https://www.twitter.com/Mac4Congress,,https://www.twitter.com/macloviop,Democratic Party,False,0.351,house,@Mac4Congress,,@macloviop,Jr.,both,,
1086,Madeleine Dean,Democrat,224495.0,0.613,Pennsylvania,house,4,True,Dean,https://ballotpedia.org/Madeleine_Dean,Pennsylvania,4.0,https://www.twitter.com/MadeleineDean,https://www.twitter.com/RepDean,,Democratic Party,True,0.61,house,@MadeleineDean,@RepDean,,Dean,both,,
1087,Madison Gilbert,Republican,132181.0,0.474,Ohio,house,13,False,Gilbert,https://ballotpedia.org/Madison_Gesiotto_Gilbert,Ohio,13.0,,,https://www.twitter.com/madisongesiotto,Republican Party,False,0.475,house,,,@madisongesiotto,Gilbert,both,,
1088,Madison Horn,Democrat,369370.0,0.321,Oklahoma,senate,,False,Horn,,,,https://www.twitter.com/madisonhornok,,,,,,senate,@madisonhornok,,,Horn,both,,
1091,Maggie Hassan,Democrat,332193.0,0.535,New Hampshire,senate,,True,Hassan,,,,https://www.twitter.com/Maggie_Hassan,https://www.twitter.com/SenatorHassan,,,,,senate,@Maggie_Hassan,@SenatorHassan,,Hassan,both,,
1094,Mandela Barnes,Democrat,1310467.0,0.494,Wisconsin,senate,,False,Barnes,,,,https://www.twitter.com/TheOtherMandela,https://www.twitter.com/LGMandelaBarnes,,,,,senate,@TheOtherMandela,@LGMandelaBarnes,,Barnes,both,,
1096,Marc Veasey,Democrat,82081.0,0.72,Texas,house,33,True,Veasey,https://ballotpedia.org/Marc_Veasey,Texas,33.0,https://www.twitter.com/MarcVeasey,https://www.twitter.com/RepVeasey,,Democratic Party,True,0.728,house,@MarcVeasey,@RepVeasey,,Veasey,both,,
1097,Marc Victor,Libertarian,53762.0,0.021,Arizona,senate,,False,Victor,,,,,,,,,,senate,,,,Victor,both,,
1099,Marco Rubio,Republican,4474847.0,0.577,Florida,senate,,True,Rubio,,,,https://www.twitter.com/TeamMarco,https://www.twitter.com/SenRubioPress,https://www.twitter.com/marcorubio,,,,senate,@TeamMarco,@SenRubioPress,@marcorubio,Rubio,both,,
1100,Marcos Arroyo,Republican,24956.0,0.234,New Jersey,house,8,False,Arroyo,https://ballotpedia.org/Marcos_Arroyo,New Jersey,8.0,,,,Republican Party,False,0.243,house,,,,Arroyo,both,,
1101,Marcus Flowers,Democrat,88189.0,0.341,Georgia,house,14,False,Flowers,https://ballotpedia.org/Marcus_Flowers,Georgia,14.0,https://www.twitter.com/Marcus4Georgia,,,Democratic Party,False,0.341,house,@Marcus4Georgia,,,Flowers,both,,
1102,Marcus Molinaro,Republican,142980.0,0.511,New York,house,19,False,Molinaro,https://ballotpedia.org/Marcus_Molinaro,New York,19.0,https://www.twitter.com/MarcMolinaroNY,,,Republican Party,False,0.511,house,@MarcMolinaroNY,,,Molinaro,both,,
1103,Marcy Kaptur,Democrat,147512.0,0.565,Ohio,house,9,True,Kaptur,https://ballotpedia.org/Marcy_Kaptur,Ohio,9.0,https://www.twitter.com/Marcy_Kaptur,https://www.twitter.com/RepMarcyKaptur,,Democratic Party,True,0.565,house,@Marcy_Kaptur,@RepMarcyKaptur,,Kaptur,both,,
1104,Maria Salazar,Republican,136038.0,0.573,Florida,house,27,True,Salazar,https://ballotpedia.org/Maria_Elvira_Salazar,Florida,27.0,https://www.twitter.com/MaElviraSalazar,https://www.twitter.com/RepMariaSalazar,,Republican Party,True,0.573,house,@MaElviraSalazar,@RepMariaSalazar,,Salazar,both,,
1105,Mariannette Miller-Meeks,Republican,162952.0,0.533,Iowa,house,1,True,Miller-Meeks,https://ballotpedia.org/Mariannette_Miller-Meeks,Iowa,1.0,https://www.twitter.com/millermeeks,https://www.twitter.com/RepMMM,,Republican Party,True,0.533,house,@millermeeks,@RepMMM,,Miller-Meeks,both,,
1108,Marilyn Strickland,Democrat,152544.0,0.57,Washington,house,10,True,Strickland,https://ballotpedia.org/Marilyn_Strickland,Washington,10.0,https://www.twitter.com/StricklandforWA,https://www.twitter.com/RepStricklandWA,https://www.twitter.com/Mstrickland747,Democratic Party,True,0.569,house,@StricklandforWA,@RepStricklandWA,@Mstrickland747,Strickland,both,,
1110,Mario Diaz-Balart,Republican,143240.0,0.709,Florida,house,26,True,Diaz-Balart,https://ballotpedia.org/Mario_Diaz-Balart,Florida,26.0,https://www.twitter.com/MarioDBCamp,https://www.twitter.com/MarioDB,,Republican Party,True,0.709,house,@MarioDBCamp,@MarioDB,,Diaz-Balart,both,,
1111,Marisa Wood,Democrat,74932.0,0.328,California,house,20,False,Wood,https://ballotpedia.org/Marisa_Wood,California,20.0,https://www.twitter.com/MarisaWoodCA,,,Democratic Party,False,0.324,house,@MarisaWoodCA,,,Wood,both,,
1112,Marissa Selvig,Constitution,4505.0,0.023,Wyoming,house,at large,False,Selvig,https://ballotpedia.org/Marissa_Selvig,Wyoming,1.0,MarissaSelvig,,,Republican Party,,,house,MarissaSelvig,,,Selvig,both,,
